"type","range","value","country"
"sediment","mean",401648839386.997,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","high",702163465759.842,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","low",107184940092.292,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","mean",401689319210.204,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","high",701963802419.232,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","low",107201949222.032,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","mean",401650448390.149,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","high",702268761352.392,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","low",107061051957.475,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","mean",401642548271.428,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","high",702036882859.993,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","low",107028057436.69,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","mean",401647822024.94,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","high",702084728236.183,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","low",106962271392.478,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","mean",401693244070.752,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","high",702246025890.735,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","low",107043124212.109,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","mean",401656934157.117,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","high",702181718418.414,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","low",107125867200.359,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","mean",401591724931.147,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","high",701978415827.698,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","low",107119563894.014,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","mean",401713523501.674,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","high",702167705190.959,"jam_mar_benhab4m_2021_removeColombia_gridcode.tif.vat.dbf"
"sediment","low",99281736532.3187,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",372631322018.258,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",651520962749.829,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",99497230788.0992,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",372720692810.093,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",651519663955.709,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",99480232552.8912,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",372713636050.198,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",651639800099.525,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",99307337546.9667,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",372682952449.435,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",651498241847.471,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",99287177528.8322,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",372757329027.448,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",651505429070.078,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",99522847396.7047,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",372661966621.324,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",651498521629.377,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",99471235949.9264,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",372728552867.359,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",651527089542.029,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",99322705613.4709,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",372663089489.41,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",651637204764.205,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",99383225038.5989,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",372676552437.923,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",651539532470.344,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",99294510920.0382,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",372703343516.308,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",651681515985.468,"pr_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",497067067679.447,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",1866895154234.22,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",3263795099989.9,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",497581002454.904,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",1867321945594.25,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",3264386251768.31,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",497717819425,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",1866742710224.86,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",3263244269355.73,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",498291923513.868,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",1867064256191.68,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",3264738792285.13,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",498298402767.949,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",1867077512114.8,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",3263539141901.04,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",498055524125.778,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",1867163999332.81,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",3263817989759.7,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",497617277846.681,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",1867349232682.25,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",3264330970244.15,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",497655017397.977,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",1867237193771.65,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",3263952066661.74,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",497950956479.322,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",1867139466452.43,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",3264922102007.7,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",497990854263.883,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","mean",1867105152537.15,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","high",3264004402975.41,"tci_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"sediment","low",17594528015.315,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",65990337933.9518,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",115319514235.989,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",17584832015.4319,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",65975874449.4335,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",115334437580.942,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",17609492825.8952,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",65970061932.1692,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",115320995555.228,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",17595076597.5667,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",65977515945.4001,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",115350626885.358,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",17583760336.9548,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",65985691424.1998,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",115399424329.925,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",17637071535.4337,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",65971669281.8157,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",115356935909.58,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",17571619492.9551,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",65997374741.7443,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",115333201426.513,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",17593114767.6925,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",65983216885.1214,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",115350381810.455,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",17584100354.7221,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",65959150906.6719,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",115331686219.668,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","low",17591306701.9102,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","mean",65970934028.9489,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
"sediment","high",115308421787.716,"usvi_mar_benhab4m_2021_EEZs_gridcode.tif.vat.dbf"
