"part","type","range","value","country"
"ag","dense","high",19371748.8046705,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",249400.319997162,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",270980.318577281,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",292597.041511842,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",55084228.6466273,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",59878919.6800817,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",64709429.6021417,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",69470.6232816378,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",82778.7887590389,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",94517.7373238896,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",14075576.1563316,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",16722844.7741827,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",19373569.9426707,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",251060.477037014,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",271289.217817797,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",290044.468178307,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",55100181.8178231,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",59865619.0951228,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",64724128.186605,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",69132.1844316135,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",81899.1635853607,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",95150.4295084604,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",14068870.7234872,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",16717618.7930629,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",19376339.2765704,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",247435.830383853,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",272734.393335037,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",291791.734765034,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",55134036.5977331,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",59881411.8859704,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",64700297.0512688,"dominica_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",38261931.4395426,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",45469213.4286256,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",52681911.0496222,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",130690844.948287,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",155253854.724323,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",179809985.199354,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",138681976.312126,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",150833099.545302,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",162877730.970222,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",511490847.208532,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",556237949.515513,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",600678552.884225,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",38267947.0983479,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",45467573.6027062,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",52660841.7226273,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",130664613.852074,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",155225219.807162,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",179864710.088229,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",138632195.775849,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",150740275.730949,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",162765569.971072,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",511330810.843028,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",555839129.334352,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",600506384.003013,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",38286230.313321,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",45492766.213714,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",52703799.3233318,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",130697191.189014,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",155312359.806935,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",179908393.404782,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",138666128.418858,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",150767588.231749,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",162809028.41731,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",511357602.529557,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",555933270.302839,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",600529907.090497,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",38262096.4739589,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",45485121.0813034,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",52660015.1896328,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",130684651.003605,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",155265689.553229,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",179879656.238119,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",138533581.734803,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",150693797.677725,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",162749878.969744,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",511194913.164656,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",555892857.392094,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",600378957.833435,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",38279128.3528897,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",45491720.7690324,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",52706534.6707579,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",130721754.188715,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",155320630.011316,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",179939002.482376,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",138808780.552848,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",150828036.291554,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",162948149.388547,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",511586901.810038,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",556070355.074901,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",600565176.961367,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",38255467.5389899,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",45466248.5649234,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",52655363.9718406,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",130707834.818152,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",155327956.985832,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",179891372.140461,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",138718201.788788,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",150796476.493024,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",162841992.955352,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",511457330.563593,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",555857992.477722,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",600399197.144612,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",38260767.416272,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",45467872.2877026,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",52669104.5099313,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",130677833.028447,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",155280705.541598,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",179891187.700822,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",138574318.839214,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",150627994.311244,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",162702872.495235,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",511253037.885712,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",555830827.516018,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",600442537.370555,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",38290022.1164599,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",45493371.5197628,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",52681441.0193022,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",130689603.888009,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",155297604.85251,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",179898234.909377,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",138622520.227569,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",150778125.802896,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",162799065.045657,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",511405861.803751,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",556039716.889382,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",600532908.572585,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",38291971.0760654,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",45498489.091893,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",52723132.7332782,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",130685289.280323,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",155320128.273059,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",179911173.526358,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",138660318.303636,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",150723443.949551,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",162837227.879706,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",511544121.140503,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",556017497.176495,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",600637002.070588,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",38276883.3434653,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",45480857.759226,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",52691153.1245292,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",130701575.935657,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",155280242.023254,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",179887339.154805,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",138684720.78795,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",150779461.478377,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",162808470.242521,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",511488585.792303,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",556191154.555434,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",600622421.192091,"guadeloupe_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",430216.325938284,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",515270.515509165,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",592473.789367598,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",1683272.75557679,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",1833998.6884919,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",1984507.12419566,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",431358.723924051,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",512444.874668034,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",594227.243679485,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",1686982.73868086,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",1832197.32626692,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",1983502.08614421,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",430959.060006236,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",511256.478518446,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",594710.247751554,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",1689390.98150937,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",1829597.6701946,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",1988592.29102019,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",429735.164357972,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",512896.025226594,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",593786.330591327,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",1685203.28779266,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",1837209.47080069,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",1986170.69283717,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",431547.799097292,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",512010.105264268,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",595285.31182001,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",1684120.25646318,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",1838588.03811246,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",1989481.5941425,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",431049.577144688,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",511528.275760135,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",592780.432833822,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",1682301.96875819,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",1834217.34485152,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",1984843.87076336,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",431798.493250517,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",513182.965630503,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",592361.753472456,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",1682872.87167744,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",1833487.72115408,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",1980291.83449299,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","low",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","mean",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","sparse","high",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","low",430435.722082587,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","mean",511129.347183706,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"ag","dense","high",592651.644548342,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","low",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","mean",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","sparse","high",0,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","low",1687130.75460049,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","mean",1829456.75757589,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
"bg","dense","high",1983483.75308297,"montserrat_mar_benhab4m_2021_gridcode.tif.vat.dbf"
